vigilance_policy,retrieval_floor_policy,epoch,contraction,rho_probe,within_probe,offclass_weight_mean,acc_epoch,sim_floor_active,floor_delta_ema,top1_top2_margin,top1_sim,top2_sim,vote_entropy,effective_support,max_vote_weight,n_surviving_votes,true_label,top1_label,top1_correct,vote_pred_label,vote_correct,is_blended,offclass_weight,true_margin,margin_bucket,arm,injection_rate,supersede_epoch,probe_index,top1_slot,failure_mode,contradictory_strict,contradictory_lenient,stale_strict,stale_lenient,n_contra_topk,n_stale_topk,contra_vote_weight,stale_vote_weight
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.007979214191436768,0.7837405800819397,0.7757613658905029,2.150879383087158,8.592411041259766,0.2520643472671509,20,0,0,1,0,1,0,0.0,0.6073779463768005,2,stale-soft,0.0,6,3,8,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.011476218700408936,0.8532717227935791,0.8417955040931702,2.2490234375,9.478474617004395,0.26734721660614014,20,0,0,1,0,1,0,0.0,0.58863365650177,2,stale-soft,0.0,6,4,27,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.00844883918762207,0.6277357339859009,0.6192868947982788,1.350531816482544,3.8594775199890137,0.3266775906085968,4,0,0,1,0,1,0,0.0,0.4553041458129883,2,stale-soft,0.0,6,5,3,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.026772499084472656,0.7397220730781555,0.7129495739936829,2.325833797454834,10.235210418701172,0.308302640914917,20,0,0,1,0,1,0,0.0,0.5168523788452148,2,stale-soft,0.0,6,6,28,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.026081621646881104,0.7790729999542236,0.7529913783073425,2.4719579219818115,11.845617294311523,0.23552978038787842,20,0,0,1,0,1,0,0.0,0.6332921981811523,2,stale-soft,0.0,6,7,18,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.030427217483520508,0.8791252374649048,0.8486980199813843,2.274275541305542,9.720873832702637,0.2871009111404419,20,0,0,1,0,1,0,0.0,0.6234033107757568,2,stale-soft,0.0,6,8,18,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.02542126178741455,0.6868306398391724,0.6614093780517578,2.1196773052215576,8.328449249267578,0.3458513617515564,17,0,0,1,0,1,0,0.0,0.5356268882751465,2,stale-soft,0.0,6,9,28,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.01580733060836792,0.6994674205780029,0.683660089969635,2.610710382461548,13.608715057373047,0.19649457931518555,20,0,0,1,0,1,0,0.0,0.5307576656341553,2,stale-soft,0.0,6,10,12,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.008233428001403809,0.6643117666244507,0.6560783386230469,2.1789028644561768,8.8366060256958,0.22571471333503723,15,0,0,1,0,1,0,0.0,0.384749174118042,2,stale-soft,0.0,6,11,8,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.06598442792892456,0.7457971572875977,0.6798127293586731,1.8308109045028687,6.238943576812744,0.4743790626525879,13,0,0,1,0,1,0,0.0,0.5072203874588013,2,stale-soft,0.0,6,12,9,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.16185808181762695,0.7709143161773682,0.6090562343597412,0.438233882188797,1.5499674081802368,0.9029762744903564,5,0,0,1,0,1,0,0.0,0.6271904706954956,2,stale-soft,0.0,6,13,3,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.06118351221084595,0.6649340987205505,0.6037505865097046,2.048790216445923,7.758509159088135,0.41665133833885193,14,0,0,1,0,1,0,0.0,0.4975060224533081,2,stale-soft,0.0,6,14,28,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.019259154796600342,0.872256875038147,0.8529977202415466,2.0846121311187744,8.041471481323242,0.2934339940547943,20,0,0,1,0,1,0,0.0,0.6337695717811584,2,stale-soft,0.0,6,15,12,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.005050539970397949,0.8077828288078308,0.8027322888374329,2.2522811889648438,9.509404182434082,0.26462191343307495,20,0,0,1,0,1,0,0.0,0.6222367286682129,2,stale-soft,0.0,6,16,2,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.05063652992248535,0.8646946549415588,0.8140581250190735,2.0161352157592773,7.509247303009033,0.42212533950805664,20,0,0,1,0,1,0,0.0,0.6310877799987793,2,stale-soft,0.0,6,17,18,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.005025207996368408,0.7681193351745605,0.7630941271781921,2.1383352279663086,8.485300064086914,0.2974691390991211,19,0,0,1,0,1,0,0.0,0.5388365983963013,2,stale-soft,0.0,6,18,18,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.006114363670349121,0.698747992515564,0.6926336288452148,2.6771459579467773,14.543526649475098,0.16389375925064087,20,0,0,1,0,1,0,0.0,0.5731263160705566,2,stale-soft,0.0,6,19,2,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.34087321162223816,0.6906948089599609,0.3498215973377228,-0.0,1.0,1.0,1,0,0,1,0,1,0,0.0,0.3920137286186218,2,stale-soft,0.0,6,20,17,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.016381919384002686,0.7769656181335449,0.7605836987495422,2.477839708328247,11.915495872497559,0.21782658994197845,20,0,0,1,0,1,0,0.0,0.5000325441360474,2,stale-soft,0.0,6,21,19,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.031056642532348633,0.8602473735809326,0.829190731048584,2.2747254371643066,9.725248336791992,0.2954283356666565,20,0,0,1,0,1,0,0.0,0.6438367366790771,2,stale-soft,0.0,6,22,18,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.0732879638671875,0.8799911737442017,0.8067032098770142,2.0853817462921143,8.047662734985352,0.4186214506626129,20,0,0,1,0,1,0,0.0,0.5650336146354675,2,stale-soft,0.0,6,23,8,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.002030611038208008,0.6778629422187805,0.6758323311805725,2.6021649837493896,13.492918014526367,0.16079643368721008,20,0,0,1,0,1,0,0.0,0.3597308099269867,2,stale-soft,0.0,6,24,8,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.041469454765319824,0.5810602903366089,0.5395908355712891,1.2540290355682373,3.504434108734131,0.4828876852989197,4,0,0,1,0,1,0,0.0,0.44117310643196106,2,stale-soft,0.0,6,25,7,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.060326218605041504,0.6997507214546204,0.6394245028495789,0.8411890268325806,2.319122791290283,0.7012907266616821,4,0,0,1,0,1,0,0.0,0.5867898464202881,2,stale-soft,0.0,6,26,3,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.04146993160247803,0.7471964955329895,0.7057265639305115,1.830974817276001,6.23996639251709,0.43381643295288086,17,0,0,1,0,1,0,0.0,0.5334604978561401,2,stale-soft,0.0,6,27,14,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.015439391136169434,0.6715479493141174,0.656108558177948,2.4859490394592285,12.0125150680542,0.1848510354757309,18,0,0,1,0,1,0,0.0,0.43980133533477783,2,stale-soft,0.0,6,28,20,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.021027565002441406,0.8824622631072998,0.8614346981048584,2.2719054222106934,9.697861671447754,0.2620357275009155,20,0,0,1,0,1,0,0.0,0.6332907676696777,2,stale-soft,0.0,6,29,18,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.04110157489776611,0.5613043308258057,0.5202027559280396,1.2325938940048218,3.4301154613494873,0.49842628836631775,4,0,0,1,0,1,0,0.0,0.3771684467792511,2,stale-soft,0.0,6,30,5,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.04898709058761597,0.6548197865486145,0.6058326959609985,0.8443715572357178,2.3265151977539062,0.6580139398574829,3,0,0,1,0,1,0,0.0,0.5675718188285828,2,stale-soft,0.0,6,31,15,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.05435442924499512,0.6651654243469238,0.6108109951019287,1.035575270652771,2.8167262077331543,0.6235074400901794,4,0,0,1,0,1,0,0.0,0.5420815348625183,2,stale-soft,0.0,6,32,15,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.022380411624908447,0.7437151074409485,0.72133469581604,2.455592632293701,11.653337478637695,0.20939306914806366,20,0,0,1,0,1,0,0.0,0.47794467210769653,2,stale-soft,0.0,6,33,18,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.013354480266571045,0.6695834398269653,0.6562289595603943,2.3370893001556396,10.35106372833252,0.20282752811908722,15,0,0,1,0,1,0,0.0,0.30536067485809326,2,stale-soft,0.0,6,35,24,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.015787243843078613,0.8540300130844116,0.838242769241333,2.1957035064697266,8.986320495605469,0.24013067781925201,20,0,0,1,0,1,0,0.0,0.4983232915401459,2,stale-soft,0.0,6,36,24,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.036710262298583984,0.6272473335266113,0.5905370712280273,2.1251423358917236,8.374089241027832,0.2917565107345581,11,0,0,1,0,1,0,0.0,0.48786115646362305,2,stale-soft,0.0,6,37,28,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.014052152633666992,0.5003647804260254,0.4863126277923584,-0.0,1.0,1.0,1,0,0,1,0,1,0,0.0,0.3432796001434326,2,stale-soft,0.0,6,38,3,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.021194398403167725,0.8202637434005737,0.799069344997406,2.147949457168579,8.567273139953613,0.2962358891963959,20,0,0,1,0,1,0,0.0,0.6157345771789551,2,stale-soft,0.0,6,39,2,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.05882957577705383,0.5583004951477051,0.49947091937065125,0.5460319519042969,1.7263890504837036,0.7643344402313232,2,0,0,1,0,1,0,0.0,0.43127989768981934,2,stale-soft,0.0,6,40,15,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.004999637603759766,0.8505780696868896,0.8455784320831299,2.355480194091797,10.543190002441406,0.18571005761623383,20,0,0,1,0,1,0,0.0,0.5339041352272034,2,stale-soft,0.0,6,41,12,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.0012998580932617188,0.7207450866699219,0.7194452285766602,2.104626178741455,8.204035758972168,0.23637674748897552,18,0,0,1,0,1,0,0.0,0.6080998182296753,2,stale-soft,0.0,6,43,29,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.12675589323043823,0.870912492275238,0.7441565990447998,0.7657811641693115,2.1506738662719727,0.8397126793861389,19,0,0,1,0,1,0,0.0,0.6579978466033936,2,stale-soft,0.0,6,44,21,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.15449750423431396,0.7457766532897949,0.591279149055481,0.3776911199092865,1.4589122533798218,0.9155423045158386,4,0,0,1,0,1,0,0.0,0.6511832475662231,2,stale-soft,0.0,6,45,15,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.060190558433532715,0.8717091083526611,0.8115185499191284,1.9464716911315918,7.003931999206543,0.44385457038879395,20,0,0,1,0,1,0,0.0,0.5723803639411926,2,stale-soft,0.0,6,46,24,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.008253931999206543,0.5626703500747681,0.5544164180755615,2.224862575531006,9.252211570739746,0.17385545372962952,10,0,0,1,0,1,0,0.0,0.3095822334289551,2,stale-soft,0.0,6,47,11,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.002651691436767578,0.789824366569519,0.7871726751327515,2.3989028930664062,11.011089324951172,0.20741693675518036,20,0,0,1,0,1,0,0.0,0.6469563245773315,2,stale-soft,0.0,6,48,8,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.008163511753082275,0.6432966589927673,0.6351331472396851,2.7498559951782227,15.640378952026367,0.12788927555084229,20,0,0,1,0,1,0,0.0,0.2604576051235199,2,stale-soft,0.0,6,49,18,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.00858539342880249,0.601058304309845,0.5924729108810425,1.4789981842041016,4.388546943664551,0.33894169330596924,5,0,0,1,0,1,0,0.0,0.41299957036972046,2,stale-soft,0.0,6,50,7,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.01387166976928711,0.5400295853614807,0.5261579155921936,1.578298568725586,4.846702575683594,0.2897232174873352,5,0,0,1,0,1,0,0.0,0.2415013313293457,2,stale-soft,0.0,6,52,10,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.04554891586303711,0.5892947912216187,0.5437458753585815,2.127002000808716,8.389677047729492,0.2964429557323456,10,0,0,1,0,1,0,0.0,0.4078459143638611,2,stale-soft,0.0,6,53,5,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.024060845375061035,0.7561928033828735,0.7321319580078125,2.5678200721740723,13.037372589111328,0.2229927033185959,20,0,0,1,0,1,0,0.0,0.5650478601455688,2,stale-soft,0.0,6,54,18,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.009148478507995605,0.8509920835494995,0.8418436050415039,2.2022619247436523,9.045450210571289,0.23946066200733185,20,0,0,1,0,1,0,0.0,0.5879367589950562,2,stale-soft,0.0,6,55,27,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.05196613073348999,0.8351686596870422,0.7832025289535522,2.2220325469970703,9.226064682006836,0.3493681848049164,20,0,0,1,0,1,0,0.0,0.618675947189331,2,stale-soft,0.0,6,56,8,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.008231282234191895,0.8422063589096069,0.833975076675415,2.3196792602539062,10.17241096496582,0.18715597689151764,20,0,0,1,0,1,0,0.0,0.5892177820205688,2,stale-soft,0.0,6,57,12,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.0009689927101135254,0.6798102855682373,0.6788412928581238,2.1133716106414795,8.276098251342773,0.28310874104499817,16,0,0,1,0,1,0,0.0,0.40583324432373047,2,stale-soft,0.0,6,58,27,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.0027463436126708984,0.5688861608505249,0.566139817237854,2.12353515625,8.360641479492188,0.17852814495563507,9,0,0,1,0,1,0,0.0,0.23040500283241272,2,stale-soft,0.0,6,59,10,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.061823368072509766,0.8192229270935059,0.7573995590209961,2.3186936378479004,10.162389755249023,0.3807120621204376,20,0,0,1,0,1,0,0.0,0.5809998512268066,2,stale-soft,0.0,6,60,2,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.08420699834823608,0.8989781737327576,0.8147711753845215,1.7703397274017334,5.872848033905029,0.548158586025238,20,0,0,1,0,1,0,0.0,0.6939452290534973,2,stale-soft,0.0,6,61,8,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.05521303415298462,0.6696814298629761,0.6144683957099915,1.188650131225586,3.282647132873535,0.5413309931755066,4,0,0,1,0,1,0,0.0,0.5749788880348206,2,stale-soft,0.0,6,62,15,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.023625671863555908,0.7790308594703674,0.7554051876068115,2.41025710105896,11.136823654174805,0.25654512643814087,20,0,0,1,0,1,0,0.0,0.564233660697937,2,stale-soft,0.0,6,63,18,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.10818028450012207,0.5033611059188843,0.3951808214187622,-0.0,1.0,1.0,1,1,1,1,1,1,0,0.0,0.2090006172657013,2,stale-soft,0.0,6,64,45,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.04651618003845215,0.5754923820495605,0.5289762020111084,0.9454056620597839,2.573857307434082,0.5986846685409546,3,1,1,1,1,1,0,0.0,0.0884997546672821,2,stale-soft,0.0,6,65,36,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.003292381763458252,0.7307001352310181,0.7274077534675598,1.3181511163711548,3.736506700515747,0.41767194867134094,10,1,1,1,1,1,0,0.0,0.3506109416484833,2,stale-soft,0.0,6,67,47,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.016862154006958008,0.6694960594177246,0.6526339054107666,1.7389661073684692,5.691455841064453,0.3739035725593567,10,1,1,1,1,1,0,0.0,0.533649206161499,2,stale-soft,0.0,6,68,46,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.023114323616027832,0.5731667876243591,0.5500524640083313,1.5378520488739014,4.654581546783447,0.3306211531162262,5,1,1,1,1,1,0,0.0,0.32220205664634705,2,stale-soft,0.0,6,70,58,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.009932875633239746,0.7625483274459839,0.7526154518127441,1.645559549331665,5.183909893035889,0.3816509246826172,10,1,1,1,1,1,0,0.0,0.43456828594207764,2,stale-soft,0.0,6,72,43,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.004740655422210693,0.5809444189071655,0.5762037634849548,1.2063199281692505,3.3411662578582764,0.40989792346954346,4,1,1,1,1,1,0,0.0,0.45053404569625854,2,stale-soft,0.0,6,74,51,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.02287966012954712,0.634637176990509,0.6117575168609619,1.8417129516601562,6.307332992553711,0.33787015080451965,9,1,1,1,1,1,0,0.0,0.3317282199859619,2,stale-soft,0.0,6,75,56,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.1020694375038147,0.723533570766449,0.6214641332626343,0.6691167950630188,1.9525121450424194,0.8254684209823608,6,1,1,1,1,1,0,0.0,0.5595048069953918,2,stale-soft,0.0,6,76,51,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.07064318656921387,0.5640893578529358,0.4934461712837219,-0.0,1.0,1.0,1,1,1,1,1,1,0,0.0,0.30301570892333984,2,stale-soft,0.0,6,77,36,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.009802758693695068,0.6480861306190491,0.638283371925354,2.0166990756988525,7.513482570648193,0.258711576461792,10,1,1,1,1,1,0,0.0,0.38576796650886536,2,stale-soft,0.0,6,78,59,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.16149836778640747,0.5138092041015625,0.35231083631515503,-0.0,1.0,1.0,1,1,1,1,1,1,0,0.0,0.2267126739025116,2,stale-soft,0.0,6,79,45,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.028411388397216797,0.675021767616272,0.6466103792190552,1.3789710998535156,3.9708139896392822,0.4743310809135437,6,1,1,1,1,1,0,0.0,0.38550782203674316,2,stale-soft,0.0,6,80,34,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.04027169942855835,0.7988092303276062,0.7585375308990479,0.6415132284164429,1.8993529081344604,0.6887437701225281,4,1,1,1,1,1,0,0.0,0.6100296378135681,2,stale-soft,0.0,6,81,35,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.028437018394470215,0.5706982612609863,0.5422612428665161,1.6857309341430664,5.396393775939941,0.3353099226951599,6,1,1,1,1,1,0,0.0,0.35193932056427,2,stale-soft,0.0,6,82,44,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.0973358154296875,0.8617550134658813,0.7644191980361938,0.7601261734962463,2.1385459899902344,0.8003122210502625,10,1,1,1,1,1,0,0.0,0.5334101319313049,2,stale-soft,0.0,6,83,62,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.04733562469482422,0.8099175691604614,0.7625819444656372,1.6493263244628906,5.203473091125488,0.47953537106513977,14,1,1,1,1,1,0,0.0,0.46371597051620483,2,stale-soft,0.0,6,84,47,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.07422542572021484,0.6807798147201538,0.606554388999939,1.2325866222381592,3.4300904273986816,0.6266323924064636,7,1,1,1,1,1,0,0.0,0.43675896525382996,2,stale-soft,0.0,6,87,51,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.056007325649261475,0.5475097894668579,0.49150246381759644,-0.0,1.0,1.0,1,1,1,1,1,1,0,0.0,0.3780091106891632,2,stale-soft,0.0,6,88,54,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.051183879375457764,0.6350462436676025,0.5838623642921448,1.363628625869751,3.9103567600250244,0.5000048875808716,5,1,1,1,1,1,0,0.0,0.42606621980667114,2,stale-soft,0.0,6,89,46,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.026272356510162354,0.5170902013778687,0.4908178448677063,-0.0,1.0,1.0,1,1,1,1,1,1,0,0.0,0.2595787048339844,2,stale-soft,0.0,6,90,36,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.022944986820220947,0.5160597562789917,0.49311476945877075,-0.0,1.0,1.0,1,1,1,1,1,1,0,0.0,0.26538142561912537,2,stale-soft,0.0,6,91,49,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,4,0.0,0.221717,0.598505,0.0,0.988281,0.496328,0.646328,0.09252578020095825,0.7012400031089783,0.60871422290802,0.4940083622932434,1.6388722658157349,0.8452425599098206,3,1,1,1,1,1,0,0.0,0.5054433345794678,2,stale-soft,0.0,6,92,35,CORRECT,0,0,0,0,0,0,0.0,0.0
